month,bidding_no,vehicle_class,quota,bids_success,bids_received,premium
2021-06,2,Category B,809,799,983,56032
2021-06,2,Category C,238,229,478,37000
2021-06,2,Category D,618,577,864,8501
2021-06,2,Category E,265,257,519,58001
2021-07,1,Category A,867,864,1149,45001
2021-07,1,Category B,840,840,1087,56100
2021-07,1,Category C,162,159,340,38900
2021-07,1,Category D,616,612,760,8502
2021-07,1,Category E,259,257,416,57700
2021-07,2,Category A,836,832,1240,47010
2021-07,2,Category B,819,796,1107,59501
2021-07,2,Category C,166,163,337,39523
2021-07,2,Category D,,649,863,8689
2021-07,2,Category E,267,266,408,60001
2021-08,1,Category A,805,804,1021,45189
2021-08,1,Category B,771,751,980,56001
2021-08,1,Category C,118,111,233,42589
2021-08,1,Category D,449,449,667,8899
2021-08,1,Category E,199,190,288,59599
2021-08,2,Category A,806,806,1127,46689
2021-08,2,Category B,794,793,1065,61001
2021-08,2,Category C,118,113,220,40010
2021-08,2,Category D,451,447,635,9500
2021-08,2,Category E,198,197,408,64901
2021-09,1,Category A,804,790,1124,47000
2021-09,1,Category B,791,788,1080,62600
2021-09,1,Category C,122,113,211,40001
2021-09,1,Category D,445,445,562,9689
2021-09,1,Category E,206,190,319,64700
2021-09,2,Category A,803,795,1040,48000
2021-09,2,Category B,772,768,1189,68310
2021-09,2,Category C,120,110,203,39000
2021-09,2,Category D,449,443,658,9089
2021-09,2,Category E,198,186,400,70002
2021-10,1,Category A,816,812,1077,47001
2021-10,1,Category B,774,774,1130,70200
2021-10,1,Category C,125,123,233,38890
2021-10,1,Category D,444,438,633,9052
2021-10,1,Category E,214,200,442,72756
2021-10,2,Category A,811,806,1304,52709
2021-10,2,Category B,774,767,1240,80210
2021-10,2,Category C,126,125,252,40501
2021-10,2,Category D,450,449,597,9310
2021-10,2,Category E,210,191,391,85000
2021-11,1,Category A,536,531,834,53709
2021-11,1,Category B,587,581,839,82801
2021-11,1,Category C,92,89,173,42001
2021-11,1,Category D,417,409,543,9381
2021-11,1,Category E,159,155,257,88000
2021-11,2,Category A,537,535,706,55001
2021-11,2,Category B,594,585,797,79601
2021-11,2,Category C,91,91,164,43502
2021-11,2,Category D,,397,557,9381
2021-11,2,Category E,164,133,253,86001
2021-12,1,Category A,536,525,771,57010
2021-12,1,Category B,593,593,822,80401
2021-12,1,Category C,93,93,147,45000
2021-12,1,Category D,420,400,584,9401
2021-12,1,Category E,149,145,245,85000
2021-12,2,Category A,534,534,740,58801
2021-12,2,Category B,595,590,829,80989
2021-12,2,Category C,90,89,150,44000
2021-12,2,Category D,426,422,562,9601
2021-12,2,Category E,177,177,241,83889
2022-01,1,Category A,543,533,760,57599
2022-01,1,Category B,587,586,712,77700
2022-01,1,Category C,90,87,198,42200
2022-01,1,Category D,431,429,573,9689
2022-01,1,Category E,149,149,193,82501
2022-01,2,Category A,531,526,711,57898
2022-01,2,Category B,592,583,907,82001
2022-01,2,Category C,91,91,149,43001
2022-01,2,Category D,416,401,520,10000
2022-01,2,Category E,145,145,226,83911
2022-02,1,Category A,542,542,819,60761
2022-02,1,Category B,550,549,865,86102
2022-02,1,Category C,80,80,149,44001
2022-02,1,Category D,406,405,555,10010
2022-02,1,Category E,180,171,269,87000
2022-02,2,Category A,536,524,876,63000
2022-02,2,Category B,559,554,939,93590
2022-02,2,Category C,76,61,194,46501
2022-02,2,Category D,420,416,521,10589
2022-02,2,Category E,180,180,300,93102
2022-03,1,Category A,531,526,962,68501
2022-03,1,Category B,551,551,860,94889
2022-03,1,Category C,76,67,199,48889
2022-03,1,Category D,405,403,602,11400
2022-03,1,Category E,190,190,318,98890
2022-03,2,Category A,543,542,849,71556
2022-03,2,Category B,555,545,824,98889
2022-03,2,Category C,91,91,166,51504
2022-03,2,Category D,409,409,575,10501
2022-03,2,Category E,180,177,344,99010
2022-04,1,Category A,536,536,723,72996
2022-04,1,Category B,550,550,708,98389
2022-04,1,Category C,85,84,210,54901
2022-04,1,Category D,407,405,561,10503
2022-04,1,Category E,180,174,290,99999
2022-04,2,Category A,532,519,744,68699
2022-04,2,Category B,560,559,687,90002
2022-04,2,Category C,76,76,181,52002
2022-04,2,Category D,404,355,539,9801
2022-04,2,Category E,184,182,295,95801
2022-05,1,Category A,612,612,804,70901
2022-05,1,Category B,527,526,699,92090
2022-05,1,Category C,104,100,184,50890
2022-05,1,Category D,563,560,773,9489
2022-05,1,Category E,195,195,283,91112
2022-05,2,Category A,625,623,819,68001
2022-05,2,Category B,528,523,709,95889
2022-05,2,Category C,103,103,220,51501
2022-05,2,Category D,609,600,899,9490
2022-05,2,Category E,191,187,309,95901
2022-06,1,Category A,612,607,874,73801
2022-06,1,Category B,528,528,851,100684
2022-06,1,Category C,107,107,203,53002
2022-06,1,Category D,563,542,859,10000
2022-06,1,Category E,190,185,316,100697
2022-06,2,Category A,614,598,850,74989
2022-06,2,Category B,531,531,822,106001
2022-06,2,Category C,103,103,224,53011
2022-06,2,Category D,570,570,717,10302
2022-06,2,Category E,194,190,276,104400
2022-07,1,Category A,617,606,900,78001
2022-07,1,Category B,527,522,695,107800
2022-07,1,Category C,102,91,160,54001
2022-07,1,Category D,582,513,768,10889
2022-07,1,Category E,195,191,340,110524
2022-07,2,Category A,628,620,834,78899
2022-07,2,Category B,527,526,702,110003
2022-07,2,Category C,102,98,174,54889
2022-07,2,Category D,561,555,723,10910
2022-07,2,Category E,194,194,317,114001
2022-08,1,Category A,554,541,689,80000
2022-08,1,Category B,474,474,612,107001
2022-08,1,Category C,95,93,168,56089
2022-08,1,Category D,573,562,696,11000
2022-08,1,Category E,167,165,293,113000
2022-08,2,Category A,551,551,835,87889
2022-08,2,Category B,471,470,665,112001
2022-08,2,Category C,87,87,196,59090
2022-08,2,Category D,510,502,673,11101
2022-08,2,Category E,163,151,273,112001
2022-09,1,Category A,556,535,723,86000
2022-09,1,Category B,470,466,627,113000
2022-09,1,Category C,85,84,179,64989
2022-09,1,Category D,515,514,588,11301
2022-09,1,Category E,165,150,260,113299
2022-09,2,Category A,543,527,759,84000
2022-09,2,Category B,471,471,553,108051
2022-09,2,Category C,83,75,157,67001
2022-09,2,Category D,512,500,658,11589
2022-09,2,Category E,176,176,297,107201
2022-10,1,Category A,564,561,724,80501
2022-10,1,Category B,474,472,635,95856
2022-10,1,Category C,84,83,148,65991
2022-10,1,Category D,505,504,624,11751
2022-10,1,Category E,179,179,232,105001
2022-10,2,Category A,559,558,714,81089
2022-10,2,Category B,,463,848,110000
2022-10,2,Category C,91,86,297,70201
2022-10,2,Category D,516,511,632,12801
2022-10,2,Category E,164,160,285,108003
2022-11,1,Category A,460,460,687,87235
2022-11,1,Category B,411,393,640,115388
2022-11,1,Category C,70,69,147,76302
2022-11,1,Category D,441,440,537,13189
2022-11,1,Category E,146,143,283,116577
2022-11,2,Category A,459,444,622,90589
2022-11,2,Category B,416,416,568,113881
2022-11,2,Category C,73,73,122,81802
2022-11,2,Category D,445,420,594,12589
2022-11,2,Category E,150,149,242,114009
2022-12,1,Category A,458,454,616,88503
2022-12,1,Category B,427,426,568,105501
2022-12,1,Category C,69,68,118,81501
2022-12,1,Category D,441,437,544,12100
2022-12,1,Category E,149,148,266,110524
2022-12,2,Category A,473,472,618,88007
2022-12,2,Category B,409,409,564,108006
2022-12,2,Category C,69,60,147,78200
2022-12,2,Category D,465,461,647,11690
2022-12,2,Category E,146,143,273,109600
2023-01,1,Category A,462,459,649,80000
2023-01,1,Category B,410,410,487,102002
2023-01,1,Category C,70,70,183,77301
2023-01,1,Category D,445,432,678,10890
2023-01,1,Category E,146,146,285,107889
2023-01,2,Category A,459,456,627,86000
2023-01,2,Category B,408,402,514,105459
2023-01,2,Category C,78,74,182,77109
2023-01,2,Category D,445,431,572,11101
2023-01,2,Category E,149,147,248,107000
2023-02,1,Category A,509,497,663,86000
2023-02,1,Category B,430,430,580,105524
2023-02,1,Category C,44,44,108,85119
2023-02,1,Category D,477,475,594,11602
2023-02,1,Category E,129,126,229,105002
2023-02,2,Category A,508,504,702,86556
2023-02,2,Category B,436,401,768,115001
2023-02,2,Category C,47,40,136,87790
2023-02,2,Category D,479,453,611,12189
2023-02,2,Category E,132,129,274,118001
2023-03,1,Category A,517,507,665,88000
2023-03,1,Category B,431,431,629,115501
2023-03,1,Category C,43,39,65,91101
2023-03,1,Category D,467,465,566,12390
2023-03,1,Category E,132,128,254,116000
2023-03,2,Category A,510,508,768,93503
2023-03,2,Category B,466,466,670,116201
2023-03,2,Category C,50,42,107,85389
2023-03,2,Category D,490,490,616,12001
2023-03,2,Category E,132,125,265,116020
2023-04,1,Category A,515,508,749,96501
2023-04,1,Category B,430,414,566,118501
2023-04,1,Category C,47,47,103,76801
2023-04,1,Category D,466,454,529,12001
2023-04,1,Category E,134,133,252,118990
2023-04,2,Category A,507,489,750,103721
2023-04,2,Category B,430,403,553,120889
2023-04,2,Category C,51,47,116,75334
2023-04,2,Category D,,436,510,12179
2023-04,2,Category E,137,136,252,124501
2023-05,1,Category A,474,472,663,101001
2023-05,1,Category B,410,410,513,119399
2023-05,1,Category C,68,68,109,75589
2023-05,1,Category D,554,542,670,5002
2023-05,1,Category E,125,125,271,124002
2023-05,2,Category A,596,588,936,92000
2023-05,2,Category B,480,480,713,113034
2023-05,2,Category C,72,70,148,77501
2023-05,2,Category D,571,562,"1,438",10602
2023-05,2,Category E,125,104,301,125000
2023-06,1,Category A,581,571,881,98001
2023-06,1,Category B,454,437,719,120702
2023-06,1,Category C,68,60,151,81801
2023-06,1,Category D,555,519,972,11001
2023-06,1,Category E,124,118,280,120889
2023-06,2,Category A,586,583,751,96206
2023-06,2,Category B,454,446,622,121000
2023-06,2,Category C,71,71,178,83140
2023-06,2,Category D,551,543,796,10709
2023-06,2,Category E,145,140,312,123000
2023-07,1,Category A,588,587,756,97000
2023-07,1,Category B,471,470,594,118002
2023-07,1,Category C,77,69,147,82223
2023-07,1,Category D,579,550,846,10090
2023-07,1,Category E,130,119,217,121000
2023-07,2,Category A,581,576,728,95202
2023-07,2,Category B,462,453,602,118001
2023-07,2,Category C,69,69,133,82001
2023-07,2,Category D,551,550,840,10501
2023-07,2,Category E,129,128,243,122110
2023-08,1,Category A,632,618,949,99499
2023-08,1,Category B,470,469,853,126889
2023-08,1,Category C,122,121,222,82100
2023-08,1,Category D,522,443,759,11501
2023-08,1,Category E,140,140,237,126201
2023-08,2,Category A,636,616,908,100000
2023-08,2,Category B,,451,731,129890
2023-08,2,Category C,114,114,180,82801
2023-08,2,Category D,495,486,654,11402
2023-08,2,Category E,131,107,237,131000
2023-09,1,Category A,645,640,840,101000
2023-09,1,Category B,470,466,723,134889
2023-09,1,Category C,115,115,182,82889
2023-09,1,Category D,573,569,758,10901
2023-09,1,Category E,130,120,219,137000
2023-09,2,Category A,651,635,864,105000
2023-09,2,Category B,496,494,735,140889
2023-09,2,Category C,114,114,153,83801
2023-09,2,Category D,502,494,639,10700
2023-09,2,Category E,153,144,282,144640
2023-10,1,Category A,785,779,"1,039",104000
2023-10,1,Category B,474,472,643,146002
2023-10,1,Category C,114,112,191,85900
2023-10,1,Category D,497,494,661,10856
2023-10,1,Category E,140,140,261,152000
2023-10,2,Category A,797,791,"1,028",106000
2023-10,2,Category B,472,458,623,150001
2023-10,2,Category C,114,112,186,84790
2023-10,2,Category D,502,474,632,11201
2023-10,2,Category E,138,127,228,158004
2023-11,1,Category A,924,915,1165,95689
2023-11,1,Category B,636,631,830,110001
2023-11,1,Category C,190,186,281,78001
2023-11,1,Category D,520,512,630,10889
2023-11,1,Category E,141,136,227,125011
2023-11,2,Category A,925,925,1291,85001
2023-11,2,Category B,648,638,1228,135336
2023-11,2,Category C,190,186,368,73889
2023-11,2,Category D,545,518,702,10001
2023-11,2,Category E,151,144,323,135002
2023-12,1,Category A,928,923,"1,233",
2023-12,1,Category B,638,638,933,130100
2023-12,1,Category C,193,188,346,71001
2023-12,1,Category D,529,527,731,9858
2023-12,1,Category E,145,136,287,133388
2023-12,2,Category A,919,915,"1,166",85000
2023-12,2,Category B,643,619,847,110001
2023-12,2,Category C,192,189,359,69423
2023-12,2,Category D,546,545,646,9002
2023-12,2,Category E,147,147,228,118388
2024-01,1,Category A,924,920,"1,184",65010
2024-01,1,Category B,633,628,850,85010
2024-01,1,Category C,193,192,340,67599
2024-01,1,Category D,523,514,666,9114
2024-01,1,Category E,149,140,263,106388
